P_value_shallow,P_value_dnn1,P_value_dnn2
1.0 1.2783786819432206e-11,1.0 0.6819977010286692,0.025788315063474385 4.4926978956544886e-08
1.0 1.0,0.3176094560179212 0.0020162485380262303,0.5652300483970621 0.0005129454513760426
0.8695651096354691 0.5870085451208058,1.0 0.007683385841985403,0.0050277158495747876 1.0
1.0 1.0,1.0 1.0,0.5093426873378835 0.02857351811328261
1.0 0.14959278080719593,0.20761054943687995 1.0,0.908422241873432 4.6124449830018146e-09
0.3881579299777619 0.000418486647757461,0.08530539816211276 1.0,1.0 0.010323842626924205
0.016376705688300616 1.0,1.0 0.23394059675928308,0.4812151912379722 1.4854728160874801e-05
1.0 1.0,0.9513153572059058 0.6457136365061347,0.29112970854460946 0.00022034866924474018
1.0 0.009078088685878491,0.35235607445537603 0.2810293086006098,0.7912243629795302 0.0004157631278096541
0.0596435135905118 0.1813915084417203,0.5279579623984584 1.0,0.04695481911529159 0.42657142199320447
0.010618762346979334 0.3059682293662498,0.02612931651740741 0.10859489242017949,0.01086798764108454 5.9738039715472756e-09
1.0 0.28029650225378344,0.1784250891219349 4.806244368237475e-05,1.0 3.813853736268937e-08
0.9074507036502251 0.0030548154470437594,0.0024638830720191737 1.9444034053492616e-05,0.9691958654114945 5.391919930624224e-10
0.36521845524281954 0.004493953708929566,0.22667236690879103 0.2094519982699306,0.9299495728715509 0.7527401054394052
0.9711092969314113 0.18612093248606032,0.00018327840105014523 0.0008892821695613228,5.0962703821504e-05 5.303953308454896e-05
1.0 1.0001356794987296e-05,1.0 0.011428788802846937,0.02539680124904683 0.00010474962701350586
1.0 9.74593416608506e-07,0.4637943323510129 0.00010824763087142707,0.07160507067157164 1.0232269671838309e-08
0.860271989113851 1.0,0.2144302827271456 3.423981411754864e-08,0.8168639242047885 1.8993490353387615e-12
0.16504410468325542 8.794122721831728e-13,0.47616791612893394 1.0,0.6401296708248481 3.0463028823048986e-15
1.0 1.0,1.0 1.0358155828442768e-06,1.0 1.0
1.0 1.0,0.8839710475956768 7.398618183378663e-07,0.8237136227192685 0.4755547609727198
0.18955098498068235 0.5390704166112779,1.0 0.7440351962181536,0.01159147120958074 0.04697026499403724
0.42081202457682554 0.33899479028882584,0.8862612100941003 1.0,0.840082940131398 1.0
0.16550004922227937 2.524759941592178e-07,0.12058135370164899 0.0001345003926833244,0.29914481719147784 2.4200909165385567e-06
1.0 1.0,1.0 0.5691178000972578,1.0 4.873629160933025e-06
1.0 7.899641471131658e-10,1.0 0.8966102231396377,0.652473251408793 8.210311574382839e-10
1.0 1.8012428102254593e-06,0.13110192214364258 3.380897986653448e-06,1.0 4.674230031154753e-11
3.8855696250203006e-05 2.221210009256106e-09,0.30087225744033896 2.5970176185314e-12,0.0018600361901923031 0.001929767325795085
1.0 5.321783794202795e-06,1.0 0.006598279649776742,0.6873360341736177 9.432165421799153e-09
0.05286552343772938 0.1058812769853831,0.07189697768836933 0.04724925870717452,0.9826253745637106 0.8924118764539762
1.0 0.8098290658551818,0.9798097302251536 0.0013087002514162239,1.0 0.00474513436437939
1.0 1.0,0.016131866737158475 2.066353166024253e-11,1.0 1.2872960266627249e-11
1.0 3.332815561532138e-06,0.9576854935954379 1.0,1.0 0.04686022847882042
0.09613967303193383 0.03519099995565571,1.0 1.0,0.8962645098428704 0.007385543490416877
0.9918099538726184 1.0,0.0033976512749877242 6.211874785017494e-06,0.21792713899545657 1.3807598929500425e-07
0.9598111494884067 0.6091882656205234,0.2602301631634501 0.11852771160287007,1.0 0.002756283971421422
0.37151711827494327 1.3710839646812354e-05,0.6303712501496335 2.8859515550293337e-06,0.51531615576172 7.191967260883895e-10
0.2907288214873863 0.41289246893316334,1.0 0.0036560705838606395,1.0 0.2148727380858902
0.530487638161493 5.710843053482655e-10,0.7261559955973884 0.00032146029962738337,0.7715247154745123 9.90317588486175e-09
0.624662249237036 4.5733356456213233e-10,1.0 5.502665671780087e-09,0.08977271339248684 1.8093636761335791e-10
0.9295553819392333 0.17574889535746138,0.008921894737348585 5.974566249241874e-08,1.0 4.206579688905829e-07
1.0 9.02049625516379e-05,0.7619682552694468 1.409513116924497e-07,1.0 4.190831967518225e-05
0.10725053847405613 0.5972849843660972,0.27413653073473265 0.43117190542519607,0.7081748717962615 0.2713966098712682
0.4418278079845415 1.968093346308786e-07,0.3333025315683189 0.0005557282695344971,0.04672892799479206 2.147791957081377e-06
0.45234378979135464 0.001095859598322162,0.21214750134452426 0.0012795764733792984,1.0 1.0
2.3060921681681517e-09 2.9588473489025535e-11,1.0 3.1609499458778932e-06,1.0 1.0
1.0 0.0002959782897891311,1.0 0.0002681726106863417,2.5517345370503255e-06 4.904524093956846e-10
0.8133122737320246 1.0,1.052312550863567e-07 0.00041835305337864823,0.051776405315828354 0.42199599488471956
1.0 5.970832042911491e-05,0.18537789023689177 1.3671281337839836e-07,1.0 2.1654046092025294e-05
0.06773356043352549 0.03273193816956492,0.0011510985838174706 0.0059757785115538715,0.09986340497239199 0.0005188402168413103
1.0 5.445855255157387e-06,1.0 2.615644440354266e-07,1.0 0.888796990156899
0.8495569457865793 1.0,1.0 0.22892349411050641,1.0 0.34795993004073117
0.7869453719829269 0.02420449528512955,0.362899698472968 0.000996236922776574,0.18023235615656447 0.5431221405395515
0.6291468342887475 2.474213858376647e-07,1.0 0.001815140777748575,0.3145837939977689 0.06493098207820744
1.0 0.5874179212250656,0.003746764605835371 0.0733756397132152,1.0 0.0010973548454336966
0.08272148217544067 1.2164017321077847e-07,0.4599297568353739 3.3259990857177867e-07,1.0 5.79554673149609e-05
0.28744791823720783 1.4534773836821892e-17,0.7712830688545347 9.084372737213949e-07,1.0 4.443502328966085e-15
1.0 9.328873716958593e-06,1.0 2.4424490317661063e-06,0.39822118386771926 1.0
1.0 1.0,0.22397351238964125 1.7388003119674662e-07,0.5374969234990605 2.5113555240418216e-06
5.360959744379499e-07 2.800675476947622e-09,0.0992224718574097 4.267458584964152e-05,1.0 0.18405693975240606
0.047320150404691425 0.00022159183148093138,0.778825939100885 1.505841879388446e-06,0.713636007514818 0.4730121427688794
0.0007893074918833589 0.056634037801241904,1.0 0.33231992432680446,0.8137875061805216 5.572303235289743e-05
0.03186315388479599 1.8941729080796867e-06,0.2958593565484301 5.806588347072674e-08,1.0 4.204568172881171e-06
1.0 0.7124979510891828,1.0 0.2958637974549446,0.8741221561259599 6.971383432718887e-07
0.0010635785855925175 0.06243223258968994,1.0 1.0275119060955694e-05,1.0 3.1835111139622986e-05
0.7778202424470453 2.8358475087411748e-09,0.5131551634805982 3.0421409590636622e-06,0.6399317022577311 0.2281528173240014
1.0 0.020213639456229886,0.10446832237356002 0.021306832861198777,0.5846169319022636 0.7379408125981564
0.21416843564031934 0.049583506472289075,0.2994549019359768 0.001967964710693584,0.4780614015411129 3.397324789344433e-05
1.0 4.355508470443174e-11,1.0 2.0525318986481218e-08,0.0031066997965753414 0.00020091488776226155
0.11648797027132063 0.4638318486019293,1.0 3.764604587873426e-07,0.5025172760025013 1.0
0.011045490571771103 0.15844147379086856,0.9720829713289979 0.37988108458046743,0.255580019305362 0.1472691992412707
0.4897539834959163 0.015499251879830311,0.5447436784198385 0.005755995533392094,1.0 1.6589510253636486e-05
0.2717266105887464 0.0006473851101611171,1.0 5.903647794476829e-06,1.0 1.0
0.30190326973172077 0.44362566653947405,1.0 0.836583407757775,0.14533362285816573 0.0525913024326056
0.3462156836518274 4.713850090443912e-06,0.14084780972028332 2.131839512010032e-07,0.06488822462749355 0.03976377278966101
1.0 1.0,0.04432126391673754 1.0,0.0007140721377209472 0.05471885521859833
0.0021249147557636946 1.0,1.0 0.6459122310772323,1.0 1.0
1.0 7.987166731532209e-10,0.00407093134512895 1.0,0.8978307073954245 0.00469720521671124
0.8770428480957579 6.452973427068213e-05,0.43928161455955383 0.004091598303489954,0.000306881175255672 1.0
0.14373572511525112 0.0025632096268507843,0.029097941122796747 0.0005187012699528225,0.26345859975128205 0.3636076001769444
1.0 1.2460191897692652e-07,0.47962410062200606 5.307833038242992e-08,0.7405410398833641 1.2288913954412135e-05
1.0 1.369387777086412e-06,1.0 1.0,1.0 0.025429767880479973
0.5577560688180876 3.573734189539543e-05,0.00019427613442481233 9.498243919756668e-12,1.0 0.024035116206362152
1.0 2.4682172347257944e-05,0.600520394846582 0.1958649091499987,0.33042140189167496 0.0001249552304885865
0.27641874572273994 2.9659793708766915e-05,0.7805604911204264 5.768890706186538e-05,1.0 0.00013760030698380625
0.0001395183019246282 7.57639214515419e-05,0.603997969424712 1.3810311017890097e-05,0.48400081948623497 7.082992263340789e-05
0.0004335152103290981 0.00014452466933026614,0.03050303822831762 0.00011289490762339671,1.0 1.2326085316575997e-09
0.4581391499491744 0.592173522560566,1.0 1.1600445866834688e-05,0.019548587894308703 0.030017168653940794
1.0 0.09654273923410188,0.29423875842919833 3.5900025107937615e-08,4.6962516948498645e-05 0.6702388662515271
0.9023433449023233 0.009334990022142583,0.7026712769968594 0.6247601956933403,1.0 2.3835570232957564e-06
0.029965089852502153 2.9794202573989413e-09,0.13388663752175 0.10553406781859917,8.315294444514979e-05 0.00020982638836144487
1.0 7.922738752025829e-06,0.33556758904502865 0.051918729762600126,0.0007776559527286093 1.2440544269878935e-05
0.7306492178197094 3.467050019930421e-12,0.2119656387642425 8.018396838059761e-09,0.3137921010924765 3.1429401562281963e-13
0.17265903295663357 1.0,0.022945209437589306 2.505623448871178e-07,0.5595835354795731 5.768471664192695e-10
0.04047959246565427 1.512920660731329e-07,1.0 3.6195349785816334e-05,0.023679875896835442 0.00035399708413192885
0.9730624483430865 8.29396228337096e-05,0.6806495713168966 0.01126554373519793,0.2592581575091596 1.3925338434091807e-06
0.9765963623097995 0.015602515950855274,0.16651255524507447 0.6616505438542815,0.9419253844825237 0.0017189658507060085
1.0 0.3044369585162144,1.0 2.7148404790947286e-06,1.0 7.476423317913423e-07
1.0 0.2654597926890942,0.9629686188012959 1.0,0.48133331720557654 0.7330038870562636
0.3464041427043482 3.712259884118417e-08,1.0 2.4835885826281144e-06,1.0 0.027142291619857165
0.3231329467132219 2.1289149432363677e-08,0.6019729923221026 0.9806292179144458,1.0 1.0
0.7477374003595819 0.0331499347501311,0.0028096775475655346 6.906439516838494e-05,0.36274041554192216 0.23026713197429816
1.0 1.0,0.800172589197804 0.0001441343537949127,1.0 0.4550674233837423
0.1720753324950723 1.0,0.8109472863021343 0.032178339513206845,0.27938720193567657 1.4598880533705542e-05
1.0 0.2378771410219958,0.4887519370745236 0.23936620990964677,0.7212443459968356 1.878752172951998e-07
0.014942386098876192 0.00044827921194828737,0.9034289705039992 0.26869349136538195,0.12133645727000364 0.9417211291304701
0.7271318551654213 0.09849847490861141,0.01236007772455338 0.08463458797981345,1.0 0.00677508449340092
0.955675644155585 0.002050165595654979,1.0 1.0,0.6083739539398068 1.0
0.8532177323682351 1.71902582672368e-05,0.7216156610336383 0.0010318072055467424,0.03118557614540101 0.14268186448228395
1.0 1.0,1.0 1.5335562025859898e-09,0.3401152161813018 1.0
2.7242206068249276e-06 0.00025085263698278106,0.21057322426880426 0.3609018673661944,0.2249511810644449 0.01372671140807093
0.11578618406457802 0.011380471926663251,1.0 0.0018936939754660305,1.0 0.31289087502716517
0.007284269090062853 0.0005519807944167226,1.0 4.5028209364575744e-13,0.564319453833521 0.6315671163812866
0.04156313468003697 0.0007748530311820441,0.001670771635499559 3.440408332851088e-11,0.028109072762137824 0.381607298258683
1.0 0.00015938176660079865,1.0 3.4191987132780376e-12,0.23790360771967978 0.5538685424140011
0.0016275811572109325 7.77196782505855e-07,0.1802625832946026 2.6121869209951502e-05,1.0 0.0012261198748725816
1.0 0.1273553256073895,0.8484624863381021 0.028595734354390216,0.8222696515389893 1.0
1.0 4.93561215595114e-07,1.0 1.0,1.0 1.0
1.0 0.07362161722547186,1.0 0.0002146845318706335,1.0 2.2518915208041487e-06
0.4024693787063807 0.008044270508935166,0.543036829428344 4.1392914290224564e-07,1.0 0.5632979553524599
1.0 1.0,1.0 0.8235022725590213,0.5362334685936048 1.7736835218610457e-05
1.0 0.020794023929827505,0.64775160034394 2.0043428503464808e-06,1.0 0.08741768536691155
0.015120424142396822 0.0015804966112055487,1.0 1.2995652675703512e-06,0.8449782850335655 6.841745294415035e-07
0.4759171729143684 0.048626050586787886,0.3165254848539586 0.2953630348096316,0.48935516445145344 1.0
1.0 8.02059871069539e-08,1.0 0.16460822040989503,1.0 1.431319021589451e-10
0.9752789458964616 2.23512773161082e-06,0.23525349373503668 2.9665096453201704e-11,0.6051232351486306 0.5835346651482066
0.06889377603172024 2.3179135898756973e-11,1.0 0.7330915363721329,0.5497194880145666 2.444820980487099e-06
1.0 0.0016442379987573897,8.916745829863894e-05 0.0004978302740867058,1.0 0.012499874275217617
1.0 1.0,0.2322105065919698 0.08602078006986749,1.0 0.019789733239724328
0.6320229306346391 1.4849923922734157e-08,0.026041620593439008 0.16354286226700004,0.7981209013760336 0.6034012797686543
1.0 1.0,1.0 0.01921430869631854,0.03711775451006445 0.0166614683197207
1.0 1.1309751771995912e-09,0.23790550097563812 1.1812994178575034e-10,0.6532718895829982 2.8687983738342913e-09
1.0 4.301528438054682e-09,1.0 0.7005523523794828,1.0 0.1993986902151051
1.1513823248030855e-05 2.8062871960444394e-09,1.0 0.0016937996307108748,1.0 0.003963980284963039
0.02717997772881045 1.563082276524853e-08,0.010665511004417203 0.13921109918280056,0.9471455717134285 1.0
1.0 5.111433034752312e-06,0.7482699922304312 0.4578713140315604,1.0 2.4795909175197466e-09
1.0 0.0004537872413859648,0.7770975769632598 0.42783989016234714,1.0 0.010637503793990411
0.027900775835710025 0.002179041553811096,1.0 0.0004105331738430087,0.19370382778578105 5.224916434894136e-07
0.561688564437721 1.600858214571437e-05,0.5312083302247592 8.033830717908663e-05,0.344843498123429 5.318249435168441e-09
0.035407472012206426 0.14633326092460852,1.0 0.0012000430288979314,0.7890279971367542 4.4993667345169214e-07
1.0 1.483589786680169e-13,0.9255710589373023 0.050464170742134884,0.9990162699054138 1.5527491688054117e-09
2.8819153795255377e-05 9.340167719060361e-08,0.7323122547957084 1.0,1.0 6.236841115011314e-05
9.818921288997636e-05 1.727692530417175e-06,0.5613496138985881 3.8936747029432593e-07,1.0 1.3991663057289453e-09
1.0 1.0,0.3146467109718035 2.4326582292981116e-05,8.839950704976691e-10 1.8794279517664896e-07
1.0 0.0016731196581569242,0.7256167101363776 0.9069904920018659,1.0 1.0
0.010621146009511731 1.0,1.0 1.1762784046687282e-05,1.3594537468815863e-07 0.0026915707894991786
0.6366031416738072 0.0021972958372708552,1.0 0.07442045698222403,0.24070003701065393 0.005305942248981273
0.7068019510417064 1.0,0.9317759694068872 0.6319769775764579,1.0 0.28162446445622663
0.8118335789382736 0.6116363209808106,0.751086823327366 0.00017017312797497656,0.7921833318568035 7.248591716841197e-06
1.0 5.0118348723156834e-05,0.0028540744805546085 5.0261836713116976e-05,1.0 4.157138839404763e-06
0.017625983371993344 0.26017439920519525,1.0 1.8083785971755802e-08,1.0 0.5486751176224058
5.962814002536838e-07 5.426126829123307e-08,0.8842295284327639 1.0,1.0 2.405537959622455e-05
1.0 0.023400651715532787,0.06946833408888019 1.8775852588096014e-07,0.09548590905823195 3.920964814710578e-09
1.0 5.7984946776569165e-08,1.0 1.0891146363727966e-08,1.0 0.00013015519605742842
0.0014929530618735779 3.83210688810549e-05,0.7069391145447981 1.0033348956946325e-05,1.0 3.378702460787289e-07
1.0 0.6935149121180055,1.0 1.0,1.0 0.2612861573554364
0.617514590971386 5.833697866061631e-10,3.7702072012704355e-08 1.0,1.2487354965400188e-10 1.803721967365864e-07
1.0 1.0,0.6421918832652718 0.13358978918893968,0.7625244803772976 0.31907869596260474
1.0 1.0,1.0 0.00011787964305717324,1.0 1.0
0.5874935321292951 2.8220347971582122e-05,0.09949156521603295 0.4601115914189966,1.0 1.8792729471876183e-05
0.0003762822335665349 4.279892767268602e-08,0.11141375312901966 2.323875057106164e-05,1.0 0.004535227891305694
0.4904454431385962 1.1321470207668785e-06,0.6393886316467667 1.0,0.060764130211784215 0.8850286822263141
1.0 0.28041797317868594,1.0 1.0,1.0 0.8959483081415925
1.0 0.007662527862611009,1.0 0.2574120950368437,0.18010059269010736 0.6029049347824085
1.8560991802254933e-05 2.324568813624269e-05,0.9959713812045357 7.972921487954903e-06,0.5148611174264793 1.0
1.0 0.682434617222897,1.0 1.0,1.0 0.9289016475521673
0.5727257450977202 0.1170300184331476,0.8099809638619822 9.404473424879294e-06,1.0 1.0
0.825371474670445 0.09572589052871233,0.00881695442440097 3.864869650776414e-09,0.0002976355274763409 5.631624787451041e-05
0.8610497068076028 0.002981413138187664,0.2945165973245168 0.1905573089793425,0.10068403888014649 0.4466769990314651
0.9247312244118613 1.0,0.6150649908941224 1.0,0.08126661492325674 0.360720503251513
0.5333872068288514 1.0,1.0 0.061803706371832384,0.41964946955080074 7.330211971931692e-09
0.1988414002629021 0.1613155153543719,0.9348483971095156 4.00169834043061e-05,1.0 0.0005781395272932072
0.3109162701226707 0.4140421425510477,0.7949975547109301 1.0,0.18890296275593402 6.140130578243579e-06
1.0 3.497833575491428e-08,0.2929735004250966 0.0011223898253049501,1.0 6.53931645183601e-05
1.0 4.874518470472043e-06,0.47652298418702943 4.988550337149394e-09,1.0 9.124750538394841e-07
0.6374901988765104 7.675280169095058e-05,0.16943217123809828 1.4917994254367042e-05,0.6173639786159666 4.017389049955605e-06
1.0 0.008389322633802465,1.0 0.849674645327769,1.0 0.4734961253168811
1.0 5.199137852935359e-10,2.156076282924226e-05 3.0038116021584764e-05,0.0613565294781335 4.804325423717605e-08
0.23640491004945846 0.5611979766620985,0.4970321142383686 3.156971967026222e-05,1.0 0.24697457246635096
0.02077961368948395 0.010943837301683731,0.920453485102215 0.0015714889450723433,0.44189279017567906 1.191064706691271e-09
1.0 1.0,1.0 1.0,1.0 5.984240285454313e-10
0.6329814920447907 2.672054097604924e-10,0.5554289489724968 1.0613004479788376e-10,1.0 1.0
0.007791359445624365 8.284023078737204e-11,1.0 0.6023828071831571,1.0 1.0
1.0 0.00035547516684123837,0.872535977898395 6.659532264180086e-05,1.0 0.03434504275866706
0.6666230941157845 0.03821673531699932,0.6507684631053855 7.992706126951354e-06,0.024936978691111944 0.004046798075103086
1.0 1.0,1.0 1.0,1.0 0.1628015700522344
0.12296391598246585 1.0,0.04106844875336008 1.3011481924817455e-12,1.0 1.0
0.7055417788397123 1.0,0.2785998682831637 1.0,0.41776208205044457 9.34032818065601e-11
0.9892345105197213 1.0,0.9264095782797572 1.0,1.0 0.2164796850476941
0.00508526707725044 0.039026150926083525,0.002932795779036054 0.07447225316024352,0.11772326796672583 6.479948375609505e-05
0.3801350971185956 2.9172004885357192e-09,0.911262258945904 8.260286678657518e-05,1.0 1.0
0.29355985186247757 3.4362033766623614e-08,0.6731250708825142 8.614832530751077e-07,0.6301379666383751 1.5592805261838942e-13
0.519548214597704 5.92313544334768e-09,1.0 0.13887152164367214,0.12925411902880823 0.20680936407157602
0.34708882706675165 0.07009438368609712,0.07169352156924372 0.0002957129531064647,0.42809277030418164 0.7677695688874742
0.5939772251293096 0.0702236096039967,0.4969535176566437 7.711958626950151e-05,1.0 0.24715302350701618
0.262395553412745 0.0006941303260109425,1.0 0.017084207802229665,0.4397837000604046 9.120425719693205e-05
1.0 1.0,0.09690201204270657 0.17645225620991167,0.6085082658732524 0.0023161403570572227
1.0 2.3810846681158976e-14,1.0 1.0,0.6966721094965501 1.0
0.6057613191747129 3.7395338820613286e-05,4.3197566228299385e-09 0.028124849346940196,1.0 0.14567730175297122
1.0 8.830573782146871e-07,0.8424129395974977 3.9175856344228104e-07,1.0 0.022932814509736738
0.05819227359501925 1.81006145385515e-05,1.0 0.00045302001048799816,1.0 3.118619206847303e-08
0.04539872220922624 6.218799202143446e-05,0.02168668114144794 1.6416817809796693e-06,1.0 0.01026061956496302
0.3903176672744945 0.09741911906178573,0.13140039715848217 9.042345800715046e-06,1.0 0.059718299447786935
0.17172327960656986 2.55417119204133e-05,0.5382341725287616 2.6609436027632556e-07,1.0 0.5730349190681294
0.7466125523396787 4.909080046798419e-05,1.0 0.026090160842606916,1.0 0.5614036151780459
1.0 1.0,0.4703413174980654 0.05684136014442043,0.034648077003271424 0.0050661172576015505
0.12174215731216192 1.7851756037616863e-07,0.13803686881577457 0.22656975246581196,9.21627729975086e-11 1.0
1.0 4.769921252939265e-07,1.0 1.0,1.0 1.8424986982535682e-07
1.0 0.3214305400352,0.6621910322308777 0.08390160090429118,1.0 0.0029549130018442704
0.41407527251422704 0.08730122972112227,1.0 0.00042164637853370907,6.92041848118783e-06 6.187471542460838e-11
0.9410234632592828 0.1238040690072572,1.0 1.0,0.02695120272334512 1.0
0.9034493625756155 0.243363966997373,1.0 0.8611332889521213,1.0 2.2129074022895018e-07
1.0 1.0,0.44252717510306905 0.00020238726742171097,0.16741805959950734 0.50842777140869
0.6711268056069479 0.06072644107144301,1.26688115812516e-06 0.1078177120798259,0.7388699216455069 0.00021375658452823108
1.0 4.337113967310528e-08,0.2977650064478407 3.6156945869552294e-08,0.1757439514480309 1.748104234855111e-08
0.3046862002533542 0.6295131230943609,0.446360979420413 0.3546735645283925,1.0 0.0008537329533803498
0.2676125486365432 3.055533958833167e-06,0.6488228739145959 1.8451299430172622e-05,0.7113476922156012 4.104037936171987e-06
0.03260826273342604 3.010891645149087e-06,1.5418776920047124e-07 0.03588358075225224,1.0 2.2928316053693474e-07
0.8154666141933788 2.2686116917616436e-09,1.0 8.546979329653253e-05,0.03982290695561338 4.3477785438785615e-07
0.9559929658315882 0.00024530069123727234,1.0 0.059569614801374515,1.0 0.005411733682780058
1.0 0.001240436203201084,1.0 1.6255613480961363e-05,0.7658281981927894 2.2025924608887451e-07
1.0 0.00010173650283184875,0.5324390538806891 1.0,4.63226126008388e-06 7.726413322897946e-07
0.6592691650526237 0.0399910833412041,1.0 0.01820817466226115,1.0 0.1162503291563208
1.0 1.0350860586392446e-05,1.0 0.20733619935875477,0.5524827771327059 0.07039081154713121
0.2825665251746134 5.910808158850714e-07,0.9543347629855866 0.010169035216651618,1.0 1.9269428771978844e-05
0.23658703571857637 1.9681106349639977e-08,0.1144322367771779 0.0004139827957655689,1.0 4.7601559871725825e-07
0.019491741242249817 0.00017865495160981898,0.0029313065234753705 3.7187383236692674e-05,1.0 0.00029144078377987
0.7301674247846202 0.0001919401717448875,0.00037785555900226426 0.0018936544485811267,0.022837314410035624 0.000657627426518358
0.6699019329669956 4.104241121965534e-09,0.8854239346150035 0.0003386260962835699,0.3205691201321422 4.81047591560974e-08
0.9105521563226201 0.49712121759166017,0.4033143883209892 0.04905530492816934,1.0 2.3242338188375623e-16
7.017162100276445e-05 0.005234178872733377,1.0 0.46764754872053205,0.8381874509624518 0.0003370104811632377
0.73626357130343 7.051259422732778e-12,0.05334651663660228 4.216454697065494e-09,0.10768666592943771 0.00013507759128878342
1.0 1.0,1.0 2.3740462671455807e-06,0.6406278156753245 3.521371313972338e-07
0.29610731825853787 2.6837052834049456e-05,0.6297050828102917 0.00017178015259930655,0.8657550427195599 0.0005315868085917555
0.3583355697624766 1.2808094439465484e-06,0.33133285957239356 1.0464662315557056e-07,1.0 0.7358025386340288
1.0 0.00014997149934754453,1.0 0.00019227082143552152,0.04435605535862269 0.2718242073405751
0.947641580871849 1.691002350926984e-09,0.9469855450614472 4.691876840955336e-08,1.0 0.0035396925044729197
0.08459686046976585 1.0329466490612445e-06,0.9866408967136172 0.31536677259080964,0.003536692887735521 0.9768917809976827
0.1910596521624644 0.004953532272554207,1.0 0.006987336253658112,1.0 1.5060354076788754e-05
0.1208679186199074 0.21740437705627225,0.5507205947650969 0.005560341679382717,0.5487507491861034 2.267276350622467e-06
0.30051181758055817 0.04551012998804581,0.6430485661017387 7.56882802639941e-12,0.2752521134292606 5.220866225086028e-09
0.2605149098957583 7.807503852773589e-08,0.8443758749519646 0.00015731307021676992,0.09169969962572247 0.8233874280161123
0.35854167926392333 0.0003714728688104311,0.914916909442721 2.984970122380485e-05,0.4196878089925427 0.11913623943643689
0.12109371107539799 1.0,0.33496529398978453 0.00011913212224466424,1.0 0.5271576990721257
0.4847522403227917 0.021512595914609422,0.4171361305230984 0.560914043011189,0.21563971072877114 0.013390145955986001
1.0 1.328231682965364e-06,0.5428001003034466 0.00016061067085922814,0.7538642102970954 0.00018252413517817686
1.0 1.0,1.0 1.0,1.0 0.9665793463400795
1.0 1.920577207102479e-05,0.0894334198550516 0.001517715416277589,0.00930823387914785 0.00022597519194963238
0.6802801136367032 0.00018916619406968114,0.15763185707110713 1.0,0.3975874935947574 0.21394915155406358
1.0 4.661937202447383e-09,1.0 0.0002492483660158105,0.6145477661657184 4.7159428324470896e-07
1.0 0.6266670680884248,0.00023007104270762318 3.817095560433785e-07,1.0 1.1139713108483936e-05
1.0 0.0002285124436150986,0.3209708337706767 0.009291382467407334,0.7397479231841589 0.6646216241935268
0.29910935176327463 1.0,0.11965978430371296 5.415196568771534e-07,0.8392032469671404 3.7384415630831106e-06
0.49371124456014337 0.41033824758724213,0.9824418576282099 1.0,0.1771139293423028 2.874351232249038e-08
0.997204928016881 0.01364907825486918,0.09041341520324042 2.2900823726959707e-16,1.0 0.31968983237076487
1.0 1.1255517171734232e-14,1.0 2.1401459473688955e-09,1.5435122985494978e-07 3.416300421702333e-05
0.2260629486422745 0.15798188273486863,0.9824950848944425 1.0,0.2596581838264471 0.12371621608017402
0.4178700386818165 0.03797578744862394,0.47752593988020237 2.5767144243963763e-06,0.023476063330554173 0.030505875491204815
0.11064088182276444 0.8149009852874322,1.0 0.132230854969355,0.8143003324124002 0.33050115591436213
0.6855723963720821 1.2408805941756686e-09,1.0 0.061956234599177824,0.14104820675661744 6.157841829701576e-07
1.0 8.896584963368988e-08,1.0 2.753334807793612e-10,0.7473012232928848 3.295740297244153e-08
1.0 1.0,1.0 0.00019721771073358108,0.3704013947760983 0.8760771450817593
1.0 0.7531332207868575,2.221828744149167e-05 3.325700110433008e-05,0.010105180384983498 0.4534124192032044
0.511811848878258 0.00012577121629225076,0.8141622374569779 1.0,0.9239609798602006 0.0008658393172688328
0.7535874149752669 1.604260021128102e-06,1.0 9.615181894854241e-08,0.9920027875558943 1.7916104182083123e-06
1.0 0.001926761188286563,0.7648730341264386 0.6254557907257196,0.09250670569309538 2.2782619017352901e-10
0.34180196230525645 0.003894666365605732,0.0013383580987837733 6.2822714234664045e-06,0.7102763979978717 8.37078131767023e-07
1.0 1.0,0.30886768359152117 1.8127270656210276e-09,3.521045946627157e-11 0.10479013583431813
1.0 2.3030157280842308e-10,0.2626617126087341 5.060499541440563e-11,0.26756219021020095 4.896726795353159e-13
0.6841063083434236 2.3531282685762007e-11,0.968022127689577 0.4056860793752277,1.0 0.7942782980802552
1.0 0.43705681535502583,0.30937169890726457 1.0,1.0 4.831083205448015e-07
0.3951128538343219 7.342598737617577e-10,1.0 1.0138355943144329e-05,0.19266876989192133 1.7681875895006138e-05
1.0 0.00018129479451053722,1.0 6.0521018894030145e-06,1.0 1.4468978556496126e-07
1.0 0.0026324347692811096,0.5870564071565851 0.0002273839338989293,1.0 0.681934739347778
0.8344464118760281 3.6282305886479534e-09,0.38628240658120444 1.169286596292705e-06,1.0 1.0
1.0 1.0,0.5390224208989841 0.00018599069610618758,0.37413867851175975 0.7038075024175097
1.0 7.232385258836295e-05,0.23400393737850528 0.009521315894528514,0.04607260879228647 5.005194301445663e-05
0.191902921612733 7.499795796450147e-05,0.21303934966427043 1.0,1.0 6.503254478959788e-05
1.0 8.362843179895901e-06,1.0 1.2253725480629175e-07,1.0 0.15137321047230884
0.09384922676233584 1.210846996530688e-06,1.0 2.585483108729983e-06,1.0 1.0
